Main ID,Incident ID,Incident Type,Region of Incident,Website Date,Number of Dead,Country of Origin,Region of Origin,UNSD Geographical Grouping,Incident year,Number of Missing
2020.MMP00773,2020.MMP00773,Incident,Northern Africa,3/10/2020,2,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00774,2020.MMP00774,Incident,Northern Africa,4/10/2020,1,Sudan,Northern Africa,Northern Africa,2020,0
2020.MMP00775,2020.MMP00775,Incident,Western Asia,4/10/2020,2,Unknown,Western Asia (P),Western Asia,2020,0
2020.MMP00776,2020.MMP00776,Incident,Europe,5/10/2020,1,Côte d'Ivoire,Western Africa,Southern Europe,2020,0
2020.MMP00777,2020.MMP00777,Incident,Western Asia,5/10/2020,4,Syrian Arab Republic,Western Asia,Western Asia,2020,0
2020.MMP00778,2020.MMP00778,Incident,Central America,6/10/2020,1,Unknown,Latin America / Caribbean (P),Central America,2020,0
2020.MMP00779,2020.MMP00779,Incident,Western Africa,6/10/2020,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00780,2020.MMP00780,Incident,Mediterranean,6/10/2020,0,Unknown,Unknown,Uncategorized,2020,4
2020.MMP00781,2020.MMP00781,Incident,North America,6/10/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00782,2020.MMP00782,Incident,North America,6/10/2020,1,Guatemala,Central America,Northern America,2020,0
2020.MMP00783,2020.MMP00783,Incident,North America,7/10/2020,1,Mexico,Central America,Northern America,2020,0
2020.MMP00784,2020.MMP00784,Incident,North America,7/10/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00785,2020.MMP00785,Incident,Northern Africa,7/10/2020,1,Unknown,Sub-Saharan Africa (P),Northern Africa,2020,0
2020.MMP00786,"2020.MMP00786777, 2020.MMP00786778",Split Incident,Europe,7/10/2020,2,"Libya, Unknown","Northern Africa, Unknown",Southern Europe,2020,0
2020.MMP00788,2020.MMP00788,Incident,Central America,7/10/2020,1,Honduras,Central America,Central America,2020,0
2020.MMP00789,2020.MMP00789,Incident,South America,7/10/2020,1,Venezuela (Bolivarian Republic of),South America,South America,2020,0
2020.MMP00790,2020.MMP00790,Incident,Europe,8/10/2020,1,Pakistan,Southern Asia,Southern Europe,2020,0
2020.MMP00791,2020.MMP00791,Incident,Western Asia,8/10/2020,1,Syrian Arab Republic,Western Asia,Western Asia,2020,0
2020.MMP00792,2020.MMP00792,Incident,Mediterranean,8/10/2020,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00793,2020.MMP00793,Incident,Central America,9/10/2020,1,Honduras,Central America,Central America,2020,0
2020.MMP00794,2020.MMP00794,Incident,Mediterranean,9/10/2020,2,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00795,2020.MMP00795,Incident,North America,9/10/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00796,2020.MMP00796,Incident,Central America,9/10/2020,1,Honduras,Central America,Central America,2020,0
2020.MMP00797,2020.MMP00797,Incident,Mediterranean,10/10/2020,1,Unknown,Northern Africa (P),Uncategorized,2020,2
2020.MMP00798,2020.MMP00798,Incident,North America,12/10/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00799,2020.MMP00799,Incident,Central America,11/10/2020,1,Honduras,Central America,Central America,2020,0
2020.MMP00800,2020.MMP00800,Incident,Western Asia,11/10/2020,1,Iran,Southern Asia,Western Asia,2020,0
2020.MMP00802,2020.MMP00802,Incident,North America,12/10/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00803,"2020.MMP00803793, 2020.MMP00803794",Split Incident,Mediterranean,12/10/2020,2,"Syrian Arab Republic, Algeria","Western Asia, Northern Africa",Uncategorized,2020,0
2020.MMP00805,2020.MMP00805,Incident,Mediterranean,12/10/2020,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00806,2020.MMP00806,Incident,Mediterranean,11/10/2020,2,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,21
2020.MMP00810,2020.MMP00810,Incident,Mediterranean,13/10/2020,0,Algeria,Northern Africa,Uncategorized,2020,12
2020.MMP00811,2020.MMP00811,Incident,South America,14/10/2020,4,Venezuela (Bolivarian Republic of),South America,South America,2020,0
2020.MMP00812,2020.MMP00812,Incident,Eastern Africa,15/10/2020,13,Ethiopia,Eastern Africa,Uncategorized,2020,5
2020.MMP00813,2020.MMP00813,Incident,North America,15/10/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00814,2020.MMP00814,Incident,North America,15/10/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00815,2020.MMP00815,Incident,North America,15/10/2020,1,Mexico,Central America,Northern America,2020,0
2020.MMP00816,2020.MMP00816,Incident,Central America,16/10/2020,1,Mexico,Central America,Central America,2020,0
2020.MMP00817,2020.MMP00817,Incident,Mediterranean,16/10/2020,0,Algeria,Northern Africa,Uncategorized,2020,12
2020.MMP00818,2020.MMP00818,Incident,North America,17/10/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00819,2020.MMP00819,Incident,Europe,18/10/2020,1,Iran,Southern Asia,Western Europe,2020,0
2020.MMP00820,2020.MMP00820,Incident,North America,18/10/2020,1,Mexico,Central America,Northern America,2020,0
2020.MMP00821,2020.MMP00821,Incident,Europe,18/10/2020,1,Unknown,Unknown,Southern Europe,2020,0
2020.MMP00822,2020.MMP00822,Incident,Mediterranean,18/10/2020,1,Unknown,Northern Africa (P),Uncategorized,2020,6
2020.MMP00823,2020.MMP00823,Incident,Mediterranean,19/10/2020,0,Algeria,Northern Africa,Uncategorized,2020,5
2020.MMP00824,2020.MMP00824,Incident,North America,20/10/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00825,2020.MMP00825,Incident,Mediterranean,20/10/2020,4,Unknown,Unknown,Uncategorized,2020,0
2020.MMP00826,2020.MMP00826,Incident,Northern Africa,20/10/2020,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00827,2020.MMP00827,Incident,Mediterranean,20/10/2020,1,Unknown,Northern Africa (P),Uncategorized,2020,14
2020.MMP00828,2020.MMP00828,Incident,Mediterranean,20/10/2020,0,Unknown,Northern Africa (P),Uncategorized,2020,20
2020.MMP00829,2020.MMP00829,Incident,Western Asia,20/10/2020,1,Unknown,Unknown,Western Asia,2020,0
2020.MMP00830,2020.MMP00830,Incident,North America,20/10/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00831,2020.MMP00831,Incident,North America,20/10/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00832,2020.MMP00832,Incident,Southern Asia,21/10/2020,11,Afghanistan,Southern Asia,Southern Asia,2020,0
2020.MMP00833,2020.MMP00833,Incident,Northern Africa,21/10/2020,1,Morocco,Northern Africa,Uncategorized,2020,16
2020.MMP00834,2020.MMP00834,Incident,Mediterranean,21/10/2020,1,Morocco,Northern Africa,Uncategorized,2020,0
2020.MMP00835,"2020.MMP00835825, 2020.MMP00835826, 2020.MMP00835827",Split Incident,Mediterranean,22/10/2020,1,"Libya, Morocco, Unknown","Northern Africa, Unknown",Uncategorized,2020,9
2020.MMP00838,2020.MMP00838,Incident,Central America,22/10/2020,1,Honduras,Central America,Central America,2020,0
2020.MMP00839,2020.MMP00839,Incident,North America,22/10/2020,1,Mexico,Central America,Northern America,2020,0
2020.MMP00840,2020.MMP00840,Incident,Northern Africa,22/10/2020,3,Unknown,Sub-Saharan Africa (P),Northern Africa,2020,0
2020.MMP00841,2020.MMP00841,Incident,North America,22/10/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00842,2020.MMP00842,Incident,Central America,22/10/2020,1,Unknown,Latin America / Caribbean (P),Central America,2020,0
2020.MMP00843,"2020.MMP00843833, 2020.MMP00843834, 2020.MMP00843835",Split Incident,South America,23/10/2020,7,"Egypt, Morocco, Algeria",Northern Africa,South America,2020,0
2020.MMP00846,2020.MMP00846,Incident,Mediterranean,23/10/2020,1,Unknown,Northern Africa (P),Uncategorized,2020,0
2020.MMP00847,2020.MMP00847,Incident,North America,23/10/2020,1,Mexico,Central America,Northern America,2020,0
2020.MMP00848,2020.MMP00848,Incident,South America,23/10/2020,1,Venezuela (Bolivarian Republic of),South America,South America,2020,0
2020.MMP00849,2020.MMP00849,Incident,Mediterranean,24/10/2020,1,Unknown,Northern Africa (P),Uncategorized,2020,0
2020.MMP00850,2020.MMP00850,Incident,Western Africa,24/10/2020,20,Senegal,Western Africa,Uncategorized,2020,121
2020.MMP00851,2020.MMP00851,Incident,Western Asia,24/10/2020,1,Somalia,Eastern Africa,Western Asia,2020,0
2020.MMP00852,2020.MMP00852,Incident,Europe,24/10/2020,1,Unknown,Unknown,Western Europe,2020,0
2020.MMP00853,"2020.MMP00853843, 2020.MMP00853844, 2020.MMP00853845, 2020.MMP00853846, 2020.MMP00853847, 2020.MMP00853848",Split Incident,Mediterranean,25/10/2020,3,"Benin, Niger, Mali, Morocco, Algeria, Unknown","Western Africa, Northern Africa, Sub-Saharan Africa (P)",Uncategorized,2020,12
2020.MMP00859,2020.MMP00859,Incident,Mediterranean,25/10/2020,1,Unknown,Northern Africa (P),Uncategorized,2020,0
2020.MMP00860,2020.MMP00860,Incident,Northern Africa,25/10/2020,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,1
2020.MMP00861,2020.MMP00861,Incident,North America,25/10/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00862,2020.MMP00862,Incident,North America,26/10/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00863,2020.MMP00863,Incident,Western Africa,26/10/2020,2,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00864,2020.MMP00864,Incident,Northern Africa,26/10/2020,0,Morocco,Northern Africa,Uncategorized,2020,12
2020.MMP00865,2020.MMP00865,Incident,Europe,27/10/2020,4,Iran,Southern Asia,Western Europe,2020,3
2020.MMP00866,2020.MMP00866,Incident,Western Africa,27/10/2020,2,Senegal,Western Africa,Uncategorized,2020,0
2020.MMP00867,2020.MMP00867,Incident,South America,28/10/2020,2,Venezuela (Bolivarian Republic of),South America,South America,2020,0
2020.MMP00868,2020.MMP00868,Incident,South America,28/10/2020,1,Unknown,South America (P),South America,2020,0
2020.MMP00869,2020.MMP00869,Incident,Western Africa,29/10/2020,2,Gambia,Western Africa,Uncategorized,2020,48
2020.MMP00870,2020.MMP00870,Incident,Central America,29/10/2020,1,Unknown,Latin America / Caribbean (P),Central America,2020,0
2020.MMP00871,2020.MMP00871,Incident,Western Africa,29/10/2020,2,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00872,2020.MMP00872,Incident,Eastern Africa,29/10/2020,38,Mozambique,Eastern Africa,Eastern Africa,2020,0
2020.MMP00873,2020.MMP00873,Incident,South America,29/10/2020,1,Venezuela (Bolivarian Republic of),South America,South America,2020,0
2020.MMP00874,2020.MMP00874,Incident,North America,29/10/2020,1,Mexico,Central America,Northern America,2020,0
2020.MMP00875,2020.MMP00875,Incident,Western Africa,30/10/2020,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00876,2020.MMP00876,Incident,Northern Africa,30/10/2020,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00877,2020.MMP00877,Incident,Mediterranean,30/10/2020,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00878,2020.MMP00878,Incident,Western Africa,31/10/2020,1,Senegal,Western Africa,Uncategorized,2020,0
2020.MMP00879,"2020.MMP00879869, 2020.MMP00879870, 2020.MMP00879871, 2020.MMP00879872",Split Incident,Mediterranean,31/10/2020,6,"Unknown, Syrian Arab Republic, Libya","Western Asia (P), Western Asia, Northern Africa",Uncategorized,2020,4
2020.MMP00883,2020.MMP00883,Incident,South America,1/11/2020,1,Venezuela (Bolivarian Republic of),South America,South America,2020,0
2020.MMP00884,2020.MMP00884,Incident,Mediterranean,1/11/2020,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00885,2020.MMP00885,Incident,Mediterranean,1/11/2020,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00886,2020.MMP00886,Incident,Western Africa,1/11/2020,2,Senegal,Western Africa,Uncategorized,2020,0
2020.MMP00887,2020.MMP00887,Incident,Central America,2/11/2020,1,Unknown,Latin America / Caribbean (P),Central America,2020,0
2020.MMP00888,2020.MMP00888,Incident,Northern Africa,2/11/2020,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00889,2020.MMP00889,Incident,Mediterranean,2/11/2020,1,Unknown,Northern Africa (P),Uncategorized,2020,0
2020.MMP00890,2020.MMP00890,Incident,Central America,2/11/2020,1,Unknown,Latin America / Caribbean (P),Central America,2020,0
2020.MMP00891,2020.MMP00891,Incident,North America,2/11/2020,1,Colombia,South America,Northern America,2020,0
2020.MMP00892,2020.MMP00892,Incident,Mediterranean,3/11/2020,1,Unknown,Unknown,Uncategorized,2020,0
2020.MMP00893,2020.MMP00893,Incident,Mediterranean,3/11/2020,1,Unknown,Northern Africa (P),Uncategorized,2020,0
2020.MMP00894,"2020.MMP00894884, 2020.MMP00894885",Split Incident,Europe,3/11/2020,2,"Pakistan, Unknown","Southern Asia, Unknown",Southern Europe,2020,0
2020.MMP00896,2020.MMP00896,Incident,Mediterranean,4/11/2020,4,Morocco,Northern Africa,Northern Africa,2020,0
2020.MMP00897,2020.MMP00897,Incident,Northern Africa,4/11/2020,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00898,2020.MMP00898,Incident,North America,4/11/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00899,2020.MMP00899,Incident,North America,5/11/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00900,2020.MMP00900,Incident,Mediterranean,5/11/2020,0,Unknown,Northern Africa (P),Uncategorized,2020,14
2020.MMP00901,2020.MMP00901,Incident,Europe,5/11/2020,1,Unknown,Western / Southern Asia (P),Southern Europe,2020,0
2020.MMP00902,2020.MMP00902,Incident,North America,6/11/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00903,2020.MMP00903,Incident,Northern Africa,7/11/2020,1,Unknown,Unknown,Uncategorized,2020,0
2020.MMP00904,2020.MMP00904,Incident,Mediterranean,8/11/2020,1,Afghanistan,Southern Asia,Uncategorized,2020,0
2020.MMP00905,2020.MMP00905,Incident,Mediterranean,8/11/2020,3,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00906,2020.MMP00906,Incident,Central America,8/11/2020,1,Unknown,Latin America / Caribbean (P),Central America,2020,0
2020.MMP00907,2020.MMP00907,Incident,Caribbean,9/11/2020,0,Cuba,Caribbean,Caribbean,2020,18
2020.MMP00908,2020.MMP00908,Incident,Mediterranean,9/11/2020,0,Unknown,Unknown,Uncategorized,2020,2
2020.MMP00909,2020.MMP00909,Incident,North America,9/11/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00910,2020.MMP00910,Incident,North America,9/11/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00911,2020.MMP00911,Incident,Mediterranean,10/11/2020,4,Algeria,Northern Africa,Uncategorized,2020,7
2020.MMP00912,"2020.MMP00912902, 2020.MMP00912903, 2020.MMP00912904, 2020.MMP00912905, 2020.MMP00912906",Split Incident,Mediterranean,10/11/2020,1,"Guinea, Gambia, Togo, Côte d'Ivoire, Cameroon","Western Africa, Middle Africa",Uncategorized,2020,13
2020.MMP00917,"2020.MMP00917907, 2020.MMP00917908, 2020.MMP00917909",Split Incident,Mediterranean,11/11/2020,5,"Côte d'Ivoire, Unknown, Sudan","Western Africa, Sub-Saharan Africa (P), Northern Africa",Uncategorized,2020,0
2020.MMP00920,2020.MMP00920,Incident,Northern Africa,11/11/2020,0,Morocco,Northern Africa,Uncategorized,2020,5
2020.MMP00921,2020.MMP00921,Incident,Central America,11/11/2020,1,Mexico,Central America,Central America,2020,0
2020.MMP00922,2020.MMP00922,Incident,Western Africa,11/11/2020,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00923,2020.MMP00923,Incident,Central America,11/11/2020,1,El Salvador,Central America,Central America,2020,0
2020.MMP00924,2020.MMP00924,Incident,North America,11/11/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00925,2020.MMP00925,Incident,Mediterranean,12/11/2020,1,Guinea,Western Africa,Uncategorized,2020,0
2020.MMP00926,2020.MMP00926,Incident,Mediterranean,12/11/2020,0,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,20
2020.MMP00927,2020.MMP00927,Incident,Mediterranean,12/11/2020,31,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,44
2020.MMP00930,2020.MMP00930,Cumulative Incident,Western Africa,12/11/2020,15,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00931,2020.MMP00931,Incident,Western Asia,13/11/2020,2,Unknown,Western / Southern Asia (P),Western Asia,2020,0
2020.MMP00932,2020.MMP00932,Incident,Mediterranean,13/11/2020,2,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00933,2020.MMP00933,Incident,Central America,13/11/2020,1,Unknown,Latin America / Caribbean (P),Central America,2020,0
2020.MMP00934,2020.MMP00934,Incident,Mediterranean,13/11/2020,0,Algeria,Northern Africa,Uncategorized,2020,14
2020.MMP00935,2020.MMP00935,Incident,Western Africa,15/11/2020,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,34
2020.MMP00937,2020.MMP00937,Incident,North America,15/11/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00938,2020.MMP00938,Incident,Central America,16/11/2020,1,Unknown,Latin America / Caribbean (P),Central America,2020,0
2020.MMP00939,2020.MMP00939,Incident,Mediterranean,18/11/2020,2,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00940,2020.MMP00940,Incident,Northern Africa,19/11/2020,1,Unknown,Unknown,Uncategorized,2020,0
2020.MMP00941,2020.MMP00941,Incident,North America,19/11/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00942,2020.MMP00942,Incident,North America,19/11/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00943,2020.MMP00943,Incident,North America,19/11/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00944,2020.MMP00944,Incident,North America,19/11/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00945,2020.MMP00945,Incident,North America,19/11/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00946,2020.MMP00946,Incident,Europe,19/11/2020,1,Sudan,Northern Africa,Western Europe,2020,0
2020.MMP00947,2020.MMP00947,Incident,Mediterranean,19/11/2020,0,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,50
2020.MMP00948,2020.MMP00948,Incident,North America,21/11/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00950,2020.MMP00950,Incident,Central America,21/11/2020,1,Honduras,Central America,Uncategorized,2020,0
2020.MMP00951,2020.MMP00951,Incident,Northern Africa,22/11/2020,4,Morocco,Northern Africa,Northern Africa,2020,3
2020.MMP00955,2020.MMP00955,Incident,North America,23/11/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00956,2020.MMP00956,Incident,Mediterranean,23/11/2020,1,Syrian Arab Republic,Western Asia,Uncategorized,2020,0
2020.MMP00957,2020.MMP00957,Incident,Mediterranean,23/11/2020,0,Algeria,Northern Africa,Uncategorized,2020,13
2020.MMP00958,2020.MMP00958,Incident,Northern Africa,24/11/2020,1,Unknown,Unknown,Uncategorized,2020,0
2020.MMP00959,2020.MMP00959,Incident,Northern Africa,24/11/2020,8,Unknown,Northern Africa (P),Uncategorized,2020,0
2020.MMP00960,"2020.MMP00960955, 2020.MMP00960956",Split Incident,Mediterranean,24/11/2020,0,"Algeria, Unknown","Northern Africa, Sub-Saharan Africa (P)",Uncategorized,2020,11
2020.MMP00962,2020.MMP00962,Incident,Mediterranean,24/11/2020,0,Unknown,Northern Africa (P),Uncategorized,2020,2
2020.MMP00963,2020.MMP00963,Incident,South America,24/11/2020,3,Venezuela (Bolivarian Republic of),South America,South America,2020,0
2020.MMP00965,2020.MMP00965,Incident,South America,25/11/2020,1,Venezuela (Bolivarian Republic of),South America,South America,2020,0
2020.MMP00966,2020.MMP00966,Incident,Eastern Africa,25/11/2020,1,Unknown,Eastern Africa (P),Eastern Africa,2020,0
2020.MMP00967,2020.MMP00967,Incident,Caribbean,26/11/2020,2,Dominican Republic,Caribbean,Caribbean,2020,13
2020.MMP00968,2020.MMP00968,Incident,Mediterranean,26/11/2020,4,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00969,2020.MMP00969,Incident,Mediterranean,26/11/2020,2,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00970,2020.MMP00970,Incident,Mediterranean,26/11/2020,2,Morocco,Northern Africa,Northern Africa,2020,0
2020.MMP00971,2020.MMP00971,Incident,South America,27/11/2020,1,Venezuela (Bolivarian Republic of),South America,South America,2020,0
2020.MMP00972,2020.MMP00972,Incident,Mediterranean,27/11/2020,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP00977,2020.MMP00977,Incident,North America,28/11/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00978,2020.MMP00978,Incident,Northern Africa,28/11/2020,1,Morocco,Northern Africa,Northern Africa,2020,0
2020.MMP00979,2020.MMP00979,Incident,Caribbean,29/11/2020,0,Dominican Republic,Caribbean,Caribbean,2020,6
2020.MMP00980,2020.MMP00980,Incident,Central America,30/11/2020,1,Cuba,Caribbean,Central America,2020,0
2020.MMP00981,2020.MMP00981,Incident,Northern Africa,1/12/2020,12,Morocco,Northern Africa,Uncategorized,2020,4
2020.MMP00982,2020.MMP00982,Incident,Mediterranean,1/12/2020,2,Unknown,Northern Africa (P),Uncategorized,2020,0
2020.MMP00983,2020.MMP00983,Incident,North America,1/12/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00984,2020.MMP00984,Incident,North America,1/12/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00985,2020.MMP00985,Incident,North America,1/12/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00986,2020.MMP00986,Incident,North America,2/12/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00987,2020.MMP00987,Incident,Mediterranean,2/12/2020,2,Somalia,Eastern Africa,Uncategorized,2020,0
2020.MMP00988,2020.MMP00988,Incident,Central America,2/12/2020,0,Cuba,Caribbean,Central America,2020,2
2020.MMP00989,2020.MMP00989,Incident,North America,3/12/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00990,2020.MMP00990,Incident,South America,4/12/2020,1,Venezuela (Bolivarian Republic of),South America,South America,2020,0
2020.MMP00991,2020.MMP00991,Incident,Europe,4/12/2020,1,Ukraine,Europe,Eastern Europe,2020,0
2020.MMP00992,2020.MMP00992,Incident,North America,4/12/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00993,2020.MMP00993,Incident,North America,4/12/2020,1,Mexico,Central America,Northern America,2020,0
2020.MMP00994,2020.MMP00994,Incident,North America,4/12/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP00995,2020.MMP00995,Incident,Caribbean,5/12/2020,8,Dominican Republic,Caribbean,Caribbean,2020,13
2020.MMP00996,2020.MMP00996,Incident,North America,5/12/2020,1,Honduras,Central America,Northern America,2020,0
2020.MMP00997,2020.MMP00997,Incident,Northern Africa,6/12/2020,2,Unknown,Northern Africa (P),Uncategorized,2020,9
2020.MMP00998,"2020.MMP00998988, 2020.MMP00998989",Split Incident,Northern Africa,7/12/2020,2,"Guinea, Mali",Western Africa,Northern Africa,2020,1
2020.MMP01000,2020.MMP01000,Incident,Western Africa,8/12/2020,4,Mali,Western Africa,Uncategorized,2020,28
2020.MMP01001,2020.MMP01001,Incident,Central America,8/12/2020,1,El Salvador,Central America,Central America,2020,0
2020.MMP01002,2020.MMP01002,Incident,North America,8/12/2020,1,Mexico,Central America,Northern America,2020,0
2020.MMP01003,2020.MMP01003,Incident,Western Asia,10/12/2020,1,Morocco,Northern Africa,Western Asia,2020,0
2020.MMP01004,2020.MMP01004,Incident,Mediterranean,12/11/2020,4,Algeria,Northern Africa,Uncategorized,2020,7
2020.MMP01005,2020.MMP01005,Incident,North America,11/12/2020,2,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP01006,2020.MMP01006,Incident,South America,12/12/2020,33,Venezuela (Bolivarian Republic of),South America,Uncategorized,2020,0
2020.MMP01007,2020.MMP01007,Incident,Mediterranean,13/12/2020,2,Unknown,Northern Africa (P),Uncategorized,2020,0
2020.MMP01008,2020.MMP01008,Incident,Mediterranean,14/12/2020,5,Unknown,Northern Africa (P),Uncategorized,2020,0
2020.MMP01009,2020.MMP01009,Incident,Caribbean,14/12/2020,0,Venezuela (Bolivarian Republic of),South America,Uncategorized,2020,20
2020.MMP01010,2020.MMP01010,Incident,North America,14/12/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP01011,2020.MMP01011,Incident,North America,15/12/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP01012,2020.MMP01012,Incident,Northern Africa,15/12/2020,2,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP01013,2020.MMP01013,Incident,Northern Africa,15/12/2020,3,Syrian Arab Republic,Western Asia,Northern Africa,2020,0
2020.MMP01014,2020.MMP01014,Incident,Western Asia,15/12/2020,1,Sri Lanka,Southern Asia,Western Asia,2020,0
2020.MMP01015,2020.MMP01015,Incident,Western Asia,14/12/2020,0,Pakistan,Southern Asia,Western Asia,2020,5
2020.MMP01016,2020.MMP01016,Incident,Mediterranean,16/12/2020,1,Unknown,Sub-Saharan Africa (P),Uncategorized,2020,0
2020.MMP01017,2020.MMP01017,Incident,Mediterranean,16/12/2020,4,Egypt,Northern Africa,Uncategorized,2020,0
2020.MMP01018,2020.MMP01018,Incident,Mediterranean,16/12/2020,2,Unknown,Unknown,Uncategorized,2020,0
2020.MMP01019,2020.MMP01019,Incident,North America,16/12/2020,1,Unknown,Latin America / Caribbean (P),Northern America,2020,0
2020.MMP01020,2020.MMP01020,Incident,Eastern Africa,16/12/2020,1,Unknown,Eastern Africa (P),Eastern Africa,2020,0
2020.MMP01021,2020.MMP01021,Incident,Mediterranean,17/12/2020,0,Algeria,Northern Africa,Uncategorized,2020,23
2020.MMP01022,2020.MMP01022,Incident,Europe,17/12/2020,1,Syrian Arab Republic,Western Asia,Southern Europe,2020,0
2020.MMP01023,2020.MMP01023,Incident,Mediterranean,18/12/2020,1,Somalia,Eastern Africa,Uncategorized,2020,0
2020.MMP01024,2020.MMP01024,Incident,Mediterranean,18/12/2020,0,Unknown,Northern Africa (P),Uncategorized,2020,7
2020.MMP01025,2020.MMP01025,Incident,Mediterranean,18/12/2020,7,Egypt,Northern Africa,Uncategorized,2020,11
2020.MMP01026,2020.MMP01026,Incident,Mediterranean,19/12/2020,3,Somalia,Eastern Africa,Uncategorized,2020,0
