Main ID,Incident ID,Incident Type,Region of Incident,Website Date,Number of Dead,Country of Origin,Region of Origin,UNSD Geographical Grouping,Incident year,Number of Missing
2014.MMP00001,2014.MMP00001,Incident,North America,6/1/2014,1,Guatemala,Central America,Northern America,2014,0
2014.MMP00002,2014.MMP00002,Incident,North America,12/1/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00003,2014.MMP00003,Incident,North America,14/1/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00004,2014.MMP00004,Incident,North America,16/1/2014,1,Mexico,Central America,Northern America,2014,0
2014.MMP00005,2014.MMP00005,Incident,Europe,16/1/2014,1,Sudan,Northern Africa,Northern Europe,2014,0
2014.MMP00006,2014.MMP00006,Incident,North America,17/1/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00007,2014.MMP00007,Incident,Mediterranean,19/1/2014,12,Afghanistan,Unknown,Uncategorized,2014,0
2014.MMP00008,2014.MMP00008,Incident,North America,22/1/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00009,2014.MMP00009,Incident,North America,24/1/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00010,2014.MMP00010,Incident,North America,24/1/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00011,2014.MMP00011,Incident,North America,25/1/2014,1,Mexico,Central America,Northern America,2014,0
2014.MMP00012,2014.MMP00012,Incident,North America,28/1/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00013,2014.MMP00013,Incident,North America,29/1/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00014,2014.MMP00014,Incident,North America,29/1/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00015,2014.MMP00015,Incident,Europe,30/1/2014,1,Iran,Southern Asia,Western Europe,2014,0
2014.MMP00016,2014.MMP00016,Incident,Caribbean,30/1/2014,1,Haiti,Caribbean,Caribbean,2014,0
2014.MMP00017,2014.MMP00017,Cumulative Incident,South-eastern Asia,2/2/2014,5,Myanmar,Southern Asia,South-eastern Asia,2014,0
2014.MMP00018,2014.MMP00018,Incident,Mediterranean,6/2/2014,15,Cameroon,Unknown,Uncategorized,2014,0
2014.MMP00019,2014.MMP00019,Incident,North America,11/2/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00020,2014.MMP00020,Incident,North America,16/2/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00021,2014.MMP00021,Incident,North America,16/2/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00022,2014.MMP00022,Incident,Mediterranean,17/2/2014,2,Somalia,Eastern Africa,Uncategorized,2014,0
2014.MMP00023,2014.MMP00023,Incident,North America,17/2/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00024,2014.MMP00024,Incident,North America,18/2/2014,1,Mexico,Central America,Northern America,2014,0
2014.MMP00025,2014.MMP00025,Incident,Caribbean,20/2/2014,8,Haiti,Caribbean,Caribbean,2014,0
2014.MMP00026,2014.MMP00026,Incident,North America,20/2/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00027,2014.MMP00027,Incident,North America,21/2/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00028,2014.MMP00028,Incident,North America,25/2/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00029,2014.MMP00029,Incident,Southern Asia,26/2/2014,1,Bangladesh,Southern Asia,Southern Asia,2014,0
2014.MMP00030,2014.MMP00030,Incident,Eastern Africa,26/2/2014,11,Ethiopia,Eastern Africa,Uncategorized,2014,6
2014.MMP00031,2014.MMP00031,Incident,Mediterranean,27/2/2014,7,Somalia,Eastern Africa,Uncategorized,2014,0
2014.MMP00032,2014.MMP00032,Incident,North America,4/3/2014,1,Guatemala,Central America,Northern America,2014,0
2014.MMP00033,2014.MMP00033,Incident,Europe,9/3/2014,1,Albania,Europe,Western Europe,2014,0
2014.MMP00034,2014.MMP00034,Incident,South-eastern Asia,9/3/2014,5,Cambodia,Southern Asia,South-eastern Asia,2014,0
2014.MMP00035,2014.MMP00035,Incident,South-eastern Asia,9/3/2014,2,Myanmar,Southern Asia,South-eastern Asia,2014,0
2014.MMP00036,2014.MMP00036,Incident,Central America,11/3/2014,1,Ecuador,South America,Central America,2014,0
2014.MMP00037,2014.MMP00037,Incident,Eastern Africa,11/3/2014,0,Somalia,Eastern Africa,Uncategorized,2014,44
2014.MMP00038,2014.MMP00038,Incident,Europe,12/3/2014,1,Ethiopia,Eastern Africa,Western Europe,2014,0
2014.MMP00039,2014.MMP00039,Incident,North America,13/3/2014,1,El Salvador,Central America,Northern America,2014,0
2014.MMP00040,2014.MMP00040,Incident,Europe,14/3/2014,1,Ethiopia,Eastern Africa,Western Europe,2014,0
2014.MMP00041,2014.MMP00041,Incident,Europe,15/3/2014,1,Ethiopia,Eastern Africa,Western Europe,2014,0
2014.MMP00042,2014.MMP00042,Incident,North America,15/3/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00043,2014.MMP00043,Incident,North America,15/3/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00044,2014.MMP00044,Incident,Mediterranean,17/3/2014,1,Unknown,Unknown,Uncategorized,2014,0
2014.MMP00045,2014.MMP00045,Incident,Mediterranean,18/3/2014,7,Syrian Arab Republic,Western Asia,Uncategorized,2014,2
2014.MMP00046,2014.MMP00046,Incident,Eastern Africa,22/3/2014,251,Congo,Middle Africa,Eastern Africa,2014,0
2014.MMP00047,2014.MMP00047,Incident,North America,23/3/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00048,2014.MMP00048,Incident,North America,26/3/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00049,2014.MMP00049,Incident,North America,26/3/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00050,2014.MMP00050,Incident,Central America,26/3/2014,1,Guatemala,Central America,Central America,2014,0
2014.MMP00051,2014.MMP00051,Incident,North America,30/3/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00052,2014.MMP00052,Incident,North America,30/3/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00053,2014.MMP00053,Incident,North America,30/3/2014,1,El Salvador,Central America,Northern America,2014,0
2014.MMP00054,2014.MMP00054,Incident,North America,2/4/2014,1,Mexico,Central America,Northern America,2014,0
2014.MMP00055,2014.MMP00055,Incident,Eastern Africa,9/4/2014,17,Zimbabwe,Eastern Africa,Eastern Africa,2014,0
2014.MMP00056,2014.MMP00056,Incident,Mediterranean,9/4/2014,1,Unknown,Unknown,Uncategorized,2014,0
2014.MMP00057,2014.MMP00057,Incident,North America,10/4/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00058,2014.MMP00058,Incident,North America,10/4/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00059,2014.MMP00059,Incident,North America,14/4/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00060,2014.MMP00060,Incident,North America,14/4/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00061,2014.MMP00061,Incident,North America,14/4/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00062,"2014.MMP0006263, 2014.MMP0006264, 2014.MMP0006265, 2014.MMP0006266",Split Incident,Northern Africa,14/4/2014,10,"Ethiopia, Eritrea, Unknown, Sudan","Eastern Africa, Unknown, Northern Africa",Northern Africa,2014,0
2014.MMP00063,2014.MMP00063,Incident,Mediterranean,16/4/2014,8,Syrian Arab Republic,Western Asia,Uncategorized,2014,1
2014.MMP00064,2014.MMP00064,Incident,Central America,17/4/2014,4,Honduras,Central America,Central America,2014,0
2014.MMP00066,2014.MMP00066,Incident,North America,18/4/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00067,2014.MMP00067,Incident,South-eastern Asia,21/4/2014,5,China,Eastern Asia,South-eastern Asia,2014,0
2014.MMP00068,2014.MMP00068,Incident,North America,23/4/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00069,2014.MMP00069,Incident,South-eastern Asia,25/4/2014,7,Cambodia,Southern Asia,South-eastern Asia,2014,0
2014.MMP00070,2014.MMP00070,Incident,North America,27/4/2014,1,Mexico,Central America,Northern America,2014,0
2014.MMP00071,2014.MMP00071,Incident,North America,27/4/2014,1,Mexico,Central America,Northern America,2014,0
2014.MMP00072,2014.MMP00072,Incident,Mediterranean,30/4/2014,0,Somalia,Eastern Africa,Uncategorized,2014,40
2014.MMP00073,2014.MMP00073,Incident,North America,30/4/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00074,2014.MMP00074,Incident,Caribbean,1/5/2014,6,Unknown,Caribbean,Caribbean,2014,3
2014.MMP00075,2014.MMP00075,Incident,North America,1/5/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00076,2014.MMP00076,Incident,Mediterranean,2/5/2014,4,Eritrea,Eastern Africa,Uncategorized,2014,0
2014.MMP00077,2014.MMP00077,Incident,Europe,7/5/2014,1,Eritrea,Eastern Africa,Western Europe,2014,0
2014.MMP00078,2014.MMP00078,Incident,Mediterranean,5/5/2014,22,Unknown,Unknown,Uncategorized,2014,7
2014.MMP00079,2014.MMP00079,Incident,North America,6/5/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00080,2014.MMP00080,Incident,Mediterranean,6/5/2014,44,Unknown,Sub-Saharan Africa (P),Uncategorized,2014,33
2014.MMP00081,2014.MMP00081,Incident,Mediterranean,7/5/2014,1,Eritrea,Eastern Africa,Uncategorized,2014,0
2014.MMP00082,2014.MMP00082,Incident,North America,8/5/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00083,2014.MMP00083,Incident,South-eastern Asia,8/5/2014,1,Myanmar,Southern Asia,South-eastern Asia,2014,0
2014.MMP00084,2014.MMP00084,Incident,Northern Africa,9/5/2014,13,Niger,Western Africa,Northern Africa,2014,33
2014.MMP00085,2014.MMP00085,Incident,North America,10/5/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00086,2014.MMP00086,Incident,Mediterranean,12/5/2014,17,Unknown,Sub-Saharan Africa (P),Uncategorized,2014,200
2014.MMP00087,2014.MMP00087,Incident,North America,13/5/2014,1,Mexico,Central America,Northern America,2014,0
2014.MMP00088,2014.MMP00088,Incident,North America,21/5/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00089,2014.MMP00089,Incident,North America,22/5/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00090,2014.MMP00090,Incident,Mediterranean,23/5/2014,1,Afghanistan,Southern Asia,Uncategorized,2014,0
2014.MMP00091,2014.MMP00091,Incident,Europe,23/5/2014,1,Sudan,Northern Africa,Western Europe,2014,0
2014.MMP00092,2014.MMP00092,Incident,North America,27/5/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00093,2014.MMP00093,Incident,North America,28/5/2014,1,Mexico,Central America,Northern America,2014,0
2014.MMP00094,2014.MMP00094,Incident,North America,30/5/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00095,2014.MMP00095,Incident,North America,30/5/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00096,2014.MMP00096,Incident,Eastern Africa,31/5/2014,62,Ethiopia,Eastern Africa,Uncategorized,2014,0
2014.MMP00097,2014.MMP00097,Incident,North America,1/6/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00098,2014.MMP00098,Incident,North America,3/6/2014,1,Mexico,Central America,Northern America,2014,0
2014.MMP00099,2014.MMP00099,Incident,Mediterranean,5/6/2014,3,Unknown,Unknown,Uncategorized,2014,0
2014.MMP00100,2014.MMP00100,Incident,North America,6/6/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00101,2014.MMP00101,Incident,Mediterranean,8/6/2014,4,Central African Republic,Middle Africa,Uncategorized,2014,0
2014.MMP00102,2014.MMP00102,Incident,Mediterranean,9/6/2014,3,Unknown,Unknown,Uncategorized,2014,2
2014.MMP00103,2014.MMP00103,Incident,North America,9/6/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00104,2014.MMP00104,Incident,North America,9/6/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00105,2014.MMP00105,Incident,North America,10/6/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00106,2014.MMP00106,Incident,North America,10/6/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00107,2014.MMP00107,Incident,North America,12/6/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00108,2014.MMP00108,Incident,North America,12/6/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00109,2014.MMP00109,Incident,North America,12/6/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00110,2014.MMP00110,Incident,North America,12/6/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00111,2014.MMP00111,Incident,North America,13/6/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00112,2014.MMP00112,Incident,North America,14/6/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00113,2014.MMP00113,Incident,North America,14/6/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00114,2014.MMP00114,Incident,Mediterranean,14/6/2014,10,Unknown,Unknown,Uncategorized,2014,0
2014.MMP00115,2014.MMP00115,Incident,South-eastern Asia,14/6/2014,6,Cambodia,Southern Asia,South-eastern Asia,2014,0
2014.MMP00116,2014.MMP00116,Incident,Mediterranean,15/6/2014,1,Syrian Arab Republic,Western Asia,Uncategorized,2014,0
2014.MMP00117,2014.MMP00117,Incident,South-eastern Asia,15/6/2014,2,Cambodia,Southern Asia,South-eastern Asia,2014,0
2014.MMP00118,2014.MMP00118,Incident,Eastern Africa,16/6/2014,0,Unknown,Unknown,Uncategorized,2014,29
2014.MMP00119,2014.MMP00119,Incident,North America,16/6/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00121,2014.MMP00121,Incident,Mediterranean,18/6/2014,4,Unknown,Unknown,Uncategorized,2014,0
2014.MMP00122,2014.MMP00122,Incident,North America,18/6/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00123,2014.MMP00123,Incident,South-eastern Asia,18/6/2014,9,Indonesia,Southern Asia,South-eastern Asia,2014,26
2014.MMP00124,2014.MMP00124,Incident,North America,19/6/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00125,2014.MMP00125,Incident,North America,19/6/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00126,2014.MMP00126,Incident,North America,25/6/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00127,2014.MMP00127,Incident,Mediterranean,27/6/2014,0,Eritrea,Eastern Africa,Uncategorized,2014,240
2014.MMP00128,2014.MMP00128,Incident,North America,28/6/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00129,"2014.MMP00129131, 2014.MMP00129132, 2014.MMP00129133",Split Incident,Mediterranean,29/6/2014,2,"Syrian Arab Republic, Morocco, Unknown","Western Asia, Northern Africa, Sub-Saharan Africa (P)",Uncategorized,2014,4
2014.MMP00130,2014.MMP00130,Incident,Mediterranean,29/6/2014,45,Syrian Arab Republic,Unknown,Uncategorized,2014,0
2014.MMP00131,2014.MMP00131,Incident,Mediterranean,1/7/2014,0,Unknown,Unknown,Uncategorized,2014,75
2014.MMP00132,2014.MMP00132,Incident,North America,1/7/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00133,2014.MMP00133,Incident,North America,2/7/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00134,2014.MMP00134,Incident,North America,2/7/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00135,2014.MMP00135,Incident,Mediterranean,5/7/2014,13,,Unknown,Uncategorized,2014,0
2014.MMP00136,2014.MMP00136,Incident,North America,5/7/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00137,"2014.MMP00137141, 2014.MMP00137142, 2014.MMP00137143",Split Incident,Mediterranean,6/7/2014,12,"Syrian Arab Republic, Eritrea, Unknown","Western Asia, Eastern Africa, Unknown",Uncategorized,2014,188
2014.MMP00138,2014.MMP00138,Incident,Central America,7/7/2014,1,Unknown,Latin America / Caribbean (P),Central America,2014,0
2014.MMP00139,2014.MMP00139,Incident,North America,7/7/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00140,2014.MMP00140,Incident,North America,10/7/2014,1,El Salvador,Central America,Northern America,2014,0
2014.MMP00141,2014.MMP00141,Incident,Mediterranean,11/7/2014,4,Unknown,Unknown,Uncategorized,2014,21
2014.MMP00142,2014.MMP00142,Incident,North America,12/7/2014,1,El Salvador,Central America,Northern America,2014,0
2014.MMP00143,2014.MMP00143,Incident,Mediterranean,12/7/2014,12,Unknown,Unknown,Uncategorized,2014,0
2014.MMP00144,2014.MMP00144,Incident,North America,13/7/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00145,2014.MMP00145,Incident,North America,14/7/2014,1,Guatemala,Central America,Northern America,2014,0
2014.MMP00146,2014.MMP00146,Incident,Mediterranean,14/7/2014,1,Unknown,Unknown,Uncategorized,2014,109
2014.MMP00147,2014.MMP00147,Incident,South-eastern Asia,15/7/2014,2,Indonesia,Southern Asia,South-eastern Asia,2014,18
2014.MMP00148,2014.MMP00148,Incident,Mediterranean,17/7/2014,3,Unknown,Unknown,Uncategorized,2014,0
2014.MMP00149,2014.MMP00149,Incident,Mediterranean,17/7/2014,0,Unknown,Sub-Saharan Africa (P),Uncategorized,2014,41
2014.MMP00150,2014.MMP00150,Incident,North America,17/7/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00151,2014.MMP00151,Incident,North America,18/7/2014,1,Guatemala,Central America,Northern America,2014,0
2014.MMP00152,2014.MMP00152,Incident,Mediterranean,19/7/2014,2,Egypt,Mixed,Uncategorized,2014,53
2014.MMP00153,2014.MMP00153,Incident,Mediterranean,19/7/2014,3,Unknown,Unknown,Uncategorized,2014,0
2014.MMP00154,"2014.MMP00154160, 2014.MMP00154161",Split Incident,Mediterranean,19/7/2014,29,Unknown,Sub-Saharan Africa (P),Uncategorized,2014,151
2014.MMP00156,2014.MMP00156,Incident,Mediterranean,21/7/2014,5,Unknown,Unknown,Uncategorized,2014,14
2014.MMP00157,2014.MMP00157,Incident,Europe,24/7/2014,1,Eritrea,Eastern Africa,Northern Europe,2014,0
2014.MMP00158,2014.MMP00158,Incident,North America,24/7/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00159,2014.MMP00159,Incident,North America,26/7/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00160,2014.MMP00160,Incident,North America,27/7/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00162,2014.MMP00162,Incident,Mediterranean,28/7/2014,20,Unknown,Sub-Saharan Africa (P),Uncategorized,2014,108
2014.MMP00163,2014.MMP00163,Incident,North America,30/7/2014,1,Mexico,Central America,Northern America,2014,0
2014.MMP00164,2014.MMP00164,Incident,North America,30/7/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00165,2014.MMP00165,Incident,North America,31/7/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00166,2014.MMP00166,Incident,Northern Africa,31/7/2014,1,Unknown,Unknown,Northern Africa,2014,0
2014.MMP00167,2014.MMP00167,Incident,Southern Asia,30/7/2014,1,Unknown,Western / Southern Asia (P),Southern Asia,2014,0
2014.MMP00168,2014.MMP00168,Incident,Central America,1/8/2014,1,Unknown,Latin America / Caribbean (P),Central America,2014,0
2014.MMP00169,2014.MMP00169,Incident,North America,1/8/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00170,2014.MMP00170,Incident,Mediterranean,3/8/2014,2,Syrian Arab Republic,Western Asia,Uncategorized,2014,170
2014.MMP00171,2014.MMP00171,Incident,North America,4/8/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00172,2014.MMP00172,Incident,North America,5/8/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00173,2014.MMP00173,Incident,North America,5/8/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00174,2014.MMP00174,Incident,North America,5/8/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00175,2014.MMP00175,Incident,Europe,16/8/2014,1,Afghanistan,Southern Asia,Northern Europe,2014,0
2014.MMP00176,2014.MMP00176,Incident,North America,18/8/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00177,2014.MMP00177,Incident,North America,21/8/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00178,2014.MMP00178,Incident,Mediterranean,24/8/2014,170,Unknown,Sub-Saharan Africa (P),Uncategorized,2014,81
2014.MMP00179,2014.MMP00179,Incident,Mediterranean,23/8/2014,18,Mali,Unknown,Uncategorized,2014,8
2014.MMP00180,2014.MMP00180,Incident,Caribbean,24/8/2014,4,Cuba,Caribbean,Caribbean,2014,5
2014.MMP00181,2014.MMP00181,Incident,Mediterranean,24/8/2014,24,Unknown,Unknown,Uncategorized,2014,0
2014.MMP00182,2014.MMP00182,Incident,Mediterranean,22/8/2014,1,Unknown,Unknown,Uncategorized,2014,0
2014.MMP00183,2014.MMP00183,Incident,Caribbean,25/8/2014,1,Haiti,Caribbean,Caribbean,2014,0
2014.MMP00184,2014.MMP00184,Incident,North America,22/8/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00185,2014.MMP00185,Incident,North America,25/8/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00186,2014.MMP00186,Incident,Caribbean,28/8/2014,0,Dominican Republic,Caribbean,Caribbean,2014,23
2014.MMP00187,2014.MMP00187,Cumulative Incident,North America,27/8/2014,44,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00188,2014.MMP00188,Incident,Caribbean,31/8/2014,11,Cuba,Caribbean,Caribbean,2014,6
2014.MMP00189,2014.MMP00189,Incident,Mediterranean,29/8/2014,42,Syrian Arab Republic,Western Asia,Uncategorized,2014,0
2014.MMP00190,2014.MMP00190,Incident,Mediterranean,31/8/2014,0,,Unknown,Uncategorized,2014,100
2014.MMP00191,2014.MMP00191,Incident,Northern Africa,31/8/2014,1,Unknown,Unknown,Northern Africa,2014,0
2014.MMP00192,2014.MMP00192,Incident,Northern Africa,31/8/2014,1,Unknown,Unknown,Northern Africa,2014,0
2014.MMP00193,2014.MMP00193,Incident,Northern Africa,31/8/2014,1,Unknown,Unknown,Northern Africa,2014,0
2014.MMP00194,2014.MMP00194,Cumulative Incident,Central America,31/8/2014,64,El Salvador,Central America,Central America,2014,0
2014.MMP00195,2014.MMP00195,Incident,Central America,1/9/2014,2,Cuba,Caribbean,Central America,2014,0
2014.MMP00196,2014.MMP00196,Incident,North America,3/9/2014,1,Mexico,Central America,Northern America,2014,0
2014.MMP00197,2014.MMP00197,Incident,North America,6/9/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00198,2014.MMP00198,Incident,North America,7/9/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00199,2014.MMP00199,Incident,Central America,8/9/2014,1,Unknown,Central America,Central America,2014,0
2014.MMP00200,2014.MMP00200,Incident,Eastern Asia,9/9/2014,0,China,Eastern Asia,Eastern Asia,2014,9
2014.MMP00201,2014.MMP00201,Incident,North America,10/9/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00202,2014.MMP00202,Incident,North America,10/9/2014,1,Mexico,Central America,Northern America,2014,0
2014.MMP00203,2014.MMP00203,Incident,North America,11/9/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00204,2014.MMP00204,Incident,Mediterranean,12/9/2014,3,Syrian Arab Republic,Mixed,Uncategorized,2014,497
2014.MMP00205,2014.MMP00205,Incident,Mediterranean,12/9/2014,2,Unknown,Unknown,Uncategorized,2014,16
2014.MMP00206,2014.MMP00206,Incident,North America,12/9/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00207,"2014.MMP00207212, 2014.MMP00207213",Split Incident,Mediterranean,14/9/2014,15,State of Palestine,"Western Asia, Mixed",Uncategorized,2014,73
2014.MMP00208,2014.MMP00208,Incident,Mediterranean,14/9/2014,70,Unknown,Unknown,Uncategorized,2014,94
2014.MMP00209,2014.MMP00209,Incident,Mediterranean,21/9/2014,10,Unknown,Unknown,Uncategorized,2014,33
2014.MMP00210,2014.MMP00210,Incident,North America,23/9/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00211,2014.MMP00211,Incident,Western Asia,24/9/2014,1,Syrian Arab Republic,Western Asia,Western Asia,2014,0
2014.MMP00212,2014.MMP00212,Incident,Western Asia,24/9/2014,2,Syrian Arab Republic,Western Asia,Western Asia,2014,0
2014.MMP00213,2014.MMP00213,Incident,North America,25/9/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00214,2014.MMP00214,Incident,North America,25/9/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00215,2014.MMP00215,Incident,North America,26/9/2014,1,Unknown,Latin America / Caribbean (P),Northern America,2014,0
2014.MMP00216,2014.MMP00216,Incident,Mediterranean,1/10/2014,2,Unknown,Sub-Saharan Africa (P),Uncategorized,2014,6
2014.MMP00218,2014.MMP00218,Incident,Eastern Africa,2/10/2014,64,Unknown,Eastern Africa,Uncategorized,2014,0
2014.MMP00219,2014.MMP00219,Incident,Mediterranean,2/10/2014,10,Unknown,Sub-Saharan Africa (P),Uncategorized,2014,85
2014.MMP00220,2014.MMP00220,Incident,Caribbean,6/10/2014,0,Unknown,Caribbean,Caribbean,2014,2
2014.MMP00221,2014.MMP00221,Incident,Mediterranean,10/10/2014,3,Unknown,Unknown,Uncategorized,2014,0
2014.MMP00222,2014.MMP00222,Incident,Europe,10/7/2014,1,Syrian Arab Republic,Western Asia,Uncategorized,2014,0
2014.MMP00223,2014.MMP00223,Incident,Europe,10/7/2014,1,Syrian Arab Republic,Western Asia,Uncategorized,2014,0
2014.MMP00224,2014.MMP00224,Incident,Central America,12/10/2014,1,Unknown,Latin America / Caribbean (P),Central America,2014,0
2014.MMP00225,2014.MMP00225,Incident,South-eastern Asia,14/10/2014,0,Unknown,Unknown,South-eastern Asia,2014,4
2014.MMP00226,2014.MMP00226,Incident,Eastern Africa,16/10/2014,1,Unknown,Eastern Africa,Uncategorized,2014,0
2014.MMP00227,2014.MMP00227,Incident,Eastern Africa,17/10/2014,1,Unknown,Eastern Africa,Uncategorized,2014,0
2014.MMP00228,2014.MMP00228,Incident,Eastern Africa,17/10/2014,1,Unknown,Eastern Africa,Uncategorized,2014,0
